tsn,mv_code_name,birst_code_name,mv_external_product_name,birst_external_product_name,mv_partner_parent_name,birst_partner_parent_name,mv_service_state,birst_service_state,mv_dg_tivomax_promo,birst_dg_tivomax_promo,mv_dg_tivomax_adroll,birst_dg_tivomax_adroll,mv_dg_tivomax_noadroll,birst_dg_tivomax_noadroll,mv_dg_retail_tivo_s5_us,birst_dg_retail_tivo_s5_us,mv_dg_retail_tivo_s6_us,birst_dg_retail_tivo_s6_us,mv_dg_retail_tivo_s7_us,birst_dg_retail_tivo_s7_us,mv_dg_retail_tivo_notuner_s6_us,birst_dg_retail_tivo_notuner_s6_us,mv_dg_webkit_tivoplus,birst_dg_webkit_tivoplus,mv_series,birst_series,mv_dg_webkit_tubitv,birst_dg_webkit_tubitv,mv_dg_webkit_plutotv,birst_dg_webkit_plutotv,,code_name_status,external_product_name_status,partner_parent_name_status,service_state_status,dg_tivomax_promo_status,dg_tivomax_adroll_status,dg_tivomax_noadroll_status,dg_retail_tivo_s5_us_status,dg_retail_tivo_s6_us_status,dg_retail_tivo_s7_us_status,dg_retail_tivo_notuner_s6_us_status,dg_webkit_tivoplus_status,series_status,dg_webkit_tubitv_status,dg_webkit_plutotv_status
A9F0F000173DAB4,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001C5DEDA,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002320D64,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D16055819C4CEF4,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69012EE83956D4,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,8,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69055765A89C5E,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690245F83F24E0,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69027377E89281,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69028B5B8CBA63,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69031E28A7CBA0,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69049E336684F2,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690561573CC5CC,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690C7F440371E2,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690C837CE0D3A5,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690D52EB410EE1,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690D822623BAF0,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D6905FABD0DA011,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690E70C6A72D15,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690E8554AF5702,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690D19C1351F3F,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A95023A6C1337D4,DexterR,DexterM,4K Mini,4K Mini MSO,Blue Stream,Blue Stream,22,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,6,6,N,N,N,N,,Mismatch,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003CAC377,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
848430190C1CBDB,Argon 6,Argon 6,Roamio Plus,Roamio Plus,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,5,5,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
848430190C1D69A,Argon 6,Argon 6,Roamio Plus,Roamio Plus,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,5,5,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00023B7F00,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004975961,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000503743E,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000001F1E659,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0000D1A152,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000001F74515,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003CC2520,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003E358B2,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690F58A4D34D11,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000346F388,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000131D7DA,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000131D992,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00041770FB,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000332A6F1,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000372F29B,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000145074E,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D69063E90D7916D,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D16085A9A437E56,Smartbox,Smartbox,Arris Smartbox,Arris Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001CB8E3B,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00038FB47E,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0000A3DA47,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690B5FC85B025F,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00008E8EBF,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000092949E,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003B996B0,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003D36DE6,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000514508F,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690A7743270D6B,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00038F7916,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690B44C6827F55,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690B80FBA1A273,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690E09F6A0F267,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690EACE926519E,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D690CC3A18535FB,TAOS,TAOS,ARRIS 4K DVR,ARRIS 4K DVR,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0000032A0762,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003A7FA76,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003130B87,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000003132231,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
848430190BEB9B2,Argon 6,Argon 6,Roamio Plus,Roamio Plus,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,5,5,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001318F39,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000217ADA1,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000193B3E2,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00028B3567,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00025D817F,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000504030B,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,8,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002FEA37E,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,3,22,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D2200000501309B,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0004150EC4,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001214D0F,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0001454DAD,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000239F072,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002584911,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00026ED13D,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002BD8702,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F00039F6084,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003BD675F,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0003CC9ACF,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000417C597,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F000315749D,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000004949736,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,3,22,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F000001D121B1,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
D22000005008793,Smartbox,Smartbox,Evolution Smartbox,Evolution Smartbox,Blue Stream,Blue Stream,22,3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N/A,N/A,N,N,N,N,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
A9F0F0002B3F7BB,TVE,TVE,Managed,Managed,Blue Stream,Blue Stream,22,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N/A,N/A,Y,Y,Y,Y,,Match,Match,Match,Mismatch,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match,Match
